EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 14-08-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station UNITED KINGDOM, MORECAMBE NO 2 (STAID: 11108).
Blended and updated with sources: 156867 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
156867,20130101,   65,    0
156867,20130102,   77,    0
156867,20130103,   80,    0
156867,20130104,   91,    0
156867,20130105,   98,    1
156867,20130106,   86,    0
156867,20130107,   86,    0
156867,20130108,   90,    1
156867,20130109,   23,    1
156867,20130110,   12,    0
156867,20130111,   21,    0
156867,20130112,   32,    1
156867,20130113,    7,    0
156867,20130114,   24,    0
156867,20130115,   10,    0
156867,20130116,   -3,    0
156867,20130117,    9,    0
156867,20130118,    6,    0
156867,20130119,    8,    0
156867,20130120,   18,    1
156867,20130121,   14,    0
156867,20130122,   17,    0
156867,20130123,   11,    0
156867,20130124,   22,    0
156867,20130125,   20,    0
156867,20130126,   48,    0
156867,20130127,   53,    0
156867,20130128,   66,    0
156867,20130129,   84,    1
156867,20130130,   74,    0
156867,20130131,   69,    1
156867,20130201,   61,    0
156867,20130202,   41,    0
156867,20130203,   43,    0
156867,20130204,   68,    1
156867,20130205,   38,    0
156867,20130206,   44,    0
156867,20130207,   30,    0
156867,20130208,   39,    0
156867,20130209,   31,    0
156867,20130210,   31,    0
156867,20130211,   34,    0
156867,20130212,   24,    0
156867,20130213,   28,    0
156867,20130214,   38,    0
156867,20130215,   61,    0
156867,20130216,   67,    0
156867,20130217,   70,    0
156867,20130218,   54,    0
156867,20130219,   31,    0
156867,20130220,   25,    0
156867,20130221,   24,    0
156867,20130222,   18,    0
156867,20130223,   22,    0
156867,20130224,   29,    0
156867,20130225,   44,    0
156867,20130226,   50,    0
156867,20130227,   26,    0
156867,20130228,   34,    0
156867,20130301,   45,    0
156867,20130302,   22,    0
156867,20130303,   52,    0
156867,20130304,   52,    0
156867,20130305,   45,    0
156867,20130306,   56,    0
156867,20130307,   81,    1
156867,20130308,   67,    1
156867,20130309,   47,    0
156867,20130310,   37,    1
156867,20130311,   -6,    0
156867,20130312,   18,    0
156867,20130313,   30,    0
156867,20130314,   10,    0
156867,20130315,   52,    0
156867,20130316,   52,    0
156867,20130317,   34,    0
156867,20130318,   32,    0
156867,20130319,   42,    0
156867,20130320,   36,    0
156867,20130321,   24,    1
156867,20130322,   16,    0
156867,20130323,   14,    0
156867,20130324,   19,    0
156867,20130325,   28,    0
156867,20130326,   27,    0
156867,20130327,   24,    0
156867,20130328,   26,    0
156867,20130329,   19,    0
156867,20130330,   17,    0
156867,20130331,   24,    0
156867,20130401,   40,    0
156867,20130402,   33,    0
156867,20130403,   44,    0
156867,20130404,   44,    0
156867,20130405,   48,    0
156867,20130406,   32,    0
156867,20130407,   44,    0
156867,20130408,   55,    0
156867,20130409,   47,    0
156867,20130410,   49,    0
156867,20130411,   60,    0
156867,20130412,   71,    0
156867,20130413,   94,    0
156867,20130414,  117,    0
156867,20130415,  121,    0
156867,20130416,  112,    0
156867,20130417,  112,    0
156867,20130418,   97,    0
156867,20130419,   89,    0
156867,20130420,   77,    0
156867,20130421,   77,    0
156867,20130422,   86,    0
156867,20130423,  101,    0
156867,20130424,  103,    0
156867,20130425,   91,    0
156867,20130426,   75,    0
156867,20130427,   69,    0
156867,20130428,   71,    0
156867,20130429,   82,    0
156867,20130430,   89,    0
156867,20130501,   79,    0
156867,20130502,   76,    0
156867,20130503,  112,    0
156867,20130504,  103,    0
156867,20130505,  118,    0
156867,20130506,  120,    0
156867,20130507,  148,    0
156867,20130508,  155,    1
156867,20130509,   92,    0
156867,20130510,  108,    0
156867,20130511,   89,    0
156867,20130512,   88,    0
156867,20130513,   90,    0
156867,20130514,   82,    0
156867,20130515,   93,    0
156867,20130516,   96,    0
156867,20130517,  106,    0
156867,20130518,  100,    0
156867,20130519,  121,    0
156867,20130520,  136,    0
156867,20130521,  135,    0
156867,20130522,  117,    1
156867,20130523,   83,    0
156867,20130524,   92,    0
156867,20130525,   90,    0
156867,20130526,   92,    0
156867,20130527,   93,    0
156867,20130528,  109,    0
156867,20130529,  119,    0
156867,20130530,  143,    0
156867,20130531,  125,    0
156867,20130601,  118,    0
156867,20130602,  121,    0
156867,20130603,  127,    0
156867,20130604,  159,    0
156867,20130605,  144,    0
156867,20130606,  155,    0
156867,20130607,  161,    0
156867,20130608,  154,    0
156867,20130609,  144,    0
156867,20130610,  143,    0
156867,20130611,  146,    0
156867,20130612,  147,    0
156867,20130613,  137,    0
156867,20130614,  139,    0
156867,20130615,  135,    0
156867,20130616,  143,    0
156867,20130617,  165,    0
156867,20130618,  174,    0
156867,20130619,  158,    0
156867,20130620,  145,    0
156867,20130621,  167,    0
156867,20130622,  136,    0
156867,20130623,  134,    0
156867,20130624,  133,    0
156867,20130625,  130,    0
156867,20130626,  144,    1
156867,20130627,  134,    0
156867,20130628,  137,    0
156867,20130629,  138,    0
156867,20130630,  155,    0
156867,20130701,  144,    0
156867,20130702,  134,    0
156867,20130703,  151,    0
156867,20130704,  163,    0
156867,20130705,  155,    0
156867,20130706,  150,    0
156867,20130707,  174,    0
156867,20130708,  208,    0
156867,20130709,  198,    0
156867,20130710,  202,    0
156867,20130711,  172,    0
156867,20130712,  190,    0
156867,20130713,  184,    0
156867,20130714,  168,    0
156867,20130715,  162,    0
156867,20130716,  170,    0
156867,20130717,  191,    0
156867,20130718,  207,    0
156867,20130719,  232,    0
156867,20130720,  201,    0
156867,20130721,  185,    0
156867,20130722,  208,    0
156867,20130723,  213,    0
156867,20130724,  188,    0
156867,20130725,  200,    0
156867,20130726,  176,    0
156867,20130727,  197,    0
156867,20130728,  185,    0
156867,20130729,  189,    0
156867,20130730,  181,    0
156867,20130731,  185,    0
156867,20130801,  217,    0
156867,20130802,  193,    0
156867,20130803,  186,    0
156867,20130804,  184,    1
156867,20130805,  167,    0
156867,20130806,  160,    0
156867,20130807,  158,    0
156867,20130808,  154,    0
156867,20130809,  160,    0
156867,20130810,  161,    0
156867,20130811,  160,    0
156867,20130812,  153,    0
156867,20130813,  158,    0
156867,20130814,  176,    0
156867,20130815,  187,    0
156867,20130816,  174,    0
156867,20130817,  161,    0
156867,20130818,  160,    0
156867,20130819,  158,    0
156867,20130820,  172,    0
156867,20130821,  170,    0
156867,20130822,  178,    0
156867,20130823,  194,    1
156867,20130824,  168,    0
156867,20130825,  154,    0
156867,20130826,  170,    0
156867,20130827,  155,    0
156867,20130828,  144,    0
156867,20130829,  165,    0
156867,20130830,  177,    1
156867,20130831,  145,    0
156867,20130901,  153,    0
156867,20130902,  173,    0
156867,20130903,  180,    0
156867,20130904,  175,    0
156867,20130905,  156,    1
156867,20130906,  127,    0
156867,20130907,  122,    0
156867,20130908,  122,    0
156867,20130909,  132,    0
156867,20130910,  133,    0
156867,20130911,  123,    0
156867,20130912,  150,    1
156867,20130913,  135,    0
156867,20130914,  131,    0
156867,20130915,  127,    1
156867,20130916,  110,    0
156867,20130917,  111,    0
156867,20130918,  110,    0
156867,20130919,  126,    0
156867,20130920,  125,    0
156867,20130921,  142,    0
156867,20130922,  154,    0
156867,20130923,  133,    0
156867,20130924,  157,    0
156867,20130925,  155,    0
156867,20130926,  147,    0
156867,20130927,  167,    0
156867,20130928,  142,    0
156867,20130929,  153,    0
156867,20130930,  142,    0
156867,20131001,  147,    0
156867,20131002,  157,    0
156867,20131003,  172,    0
156867,20131004,  174,    1
156867,20131005,  144,    0
156867,20131006,  143,    0
156867,20131007,  155,    0
156867,20131008,  155,    1
156867,20131009,  127,    1
156867,20131010,   97,    0
156867,20131011,  109,    0
156867,20131012,  123,    0
156867,20131013,  118,    0
156867,20131014,  113,    0
156867,20131015,  117,    0
156867,20131016,   98,    0
156867,20131017,  119,    0
156867,20131018,  123,    0
156867,20131019,  155,    1
156867,20131020,  136,    0
156867,20131021,  139,    0
156867,20131022,  146,    1
156867,20131023,  130,    0
156867,20131024,  119,    0
156867,20131025,  136,    0
156867,20131026,  137,    0
156867,20131027,  125,    1
156867,20131028,  111,    0
156867,20131029,  100,    0
156867,20131030,   99,    0
156867,20131031,  109,    0
156867,20131101,  103,    0
156867,20131102,   70,    0
156867,20131103,   89,    0
156867,20131104,   47,    0
156867,20131105,   60,    0
156867,20131106,   80,    0
156867,20131107,   95,    1
156867,20131108,   73,    0
156867,20131109,   76,    0
156867,20131110,   51,    0
156867,20131111,   70,    0
156867,20131112,   96,    0
156867,20131113,   86,    0
156867,20131114,   82,    0
156867,20131115,   57,    0
156867,20131116,   73,    0
156867,20131117,   85,    0
156867,20131118,   83,    0
156867,20131119,   52,    0
156867,20131120,   45,    0
156867,20131121,   61,    0
156867,20131122,   44,    0
156867,20131123,   21,    0
156867,20131124,   39,    0
156867,20131125,   31,    0
156867,20131126,   43,    0
156867,20131127,   66,    0
156867,20131128,   65,    0
156867,20131129,   79,    0
156867,20131130,   51,    0
156867,20131201,   56,    0
156867,20131202,   78,    0
156867,20131203,   82,    0
156867,20131204,   68,    0
156867,20131205,   78,    0
156867,20131206,   57,    0
156867,20131207,   68,    0
156867,20131208,   89,    0
156867,20131209,  101,    1
156867,20131210,   75,    0
156867,20131211,   82,    0
156867,20131212,   73,    0
156867,20131213,  104,    0
156867,20131214,   83,    0
156867,20131215,   84,    1
156867,20131216,   73,    1
156867,20131217,   49,    0
156867,20131218,   73,    0
156867,20131219,   67,    0
156867,20131220,   73,    0
156867,20131221,   87,    1
156867,20131222,   58,    0
156867,20131223,   66,    0
156867,20131224,   66,    0
156867,20131225,   47,    0
156867,20131226,   48,    0
156867,20131227,   49,    0
156867,20131228,   65,    0
156867,20131229,   77,    0
156867,20131230,   79,    0
156867,20131231,   68,    0
156867,20140101,   76,    0
156867,20140102,   77,    0
156867,20140103,   72,    1
156867,20140104,   60,    0
156867,20140105,   61,    0
156867,20140106,   66,    0
156867,20140107,   86,    0
156867,20140108,   80,    1
156867,20140109,   54,    0
156867,20140110,   64,    1
156867,20140111,   51,    0
156867,20140112,   42,    0
156867,20140113,   53,    0
156867,20140114,   59,    0
156867,20140115,   77,    0
156867,20140116,   71,    1
156867,20140117,   60,    0
156867,20140118,   71,    1
156867,20140119,   60,    0
156867,20140120,   52,    0
156867,20140121,   57,    0
156867,20140122,   66,    1
156867,20140123,   56,    0
156867,20140124,   54,    0
156867,20140125,   73,    0
156867,20140126,   60,    0
156867,20140127,   58,    0
156867,20140128,   61,    0
156867,20140129,   59,    1
156867,20140130,   27,    0
156867,20140131,   42,    0
156867,20140201,   51,    0
156867,20140202,   56,    0
156867,20140203,   72,    0
156867,20140204,   56,    0
156867,20140205,   61,    0
156867,20140206,   71,    0
156867,20140207,   61,    0
156867,20140208,   58,    0
156867,20140209,   66,    0
156867,20140210,   45,    0
156867,20140211,   46,    0
156867,20140212,   51,    0
156867,20140213,   52,    0
156867,20140214,   64,    0
156867,20140215,   58,    0
156867,20140216,   64,    0
156867,20140217,   70,    0
156867,20140218,   84,    0
156867,20140219,   86,    0
156867,20140220,   82,    0
156867,20140221,   67,    0
156867,20140222,   80,    0
156867,20140223,   93,    0
156867,20140224,   83,    0
156867,20140225,   77,    0
156867,20140226,   69,    0
156867,20140227,   69,    0
156867,20140228,   47,    0
156867,20140301,   52,    0
156867,20140302,   65,    0
156867,20140303,   54,    0
156867,20140304,   63,    0
156867,20140305,   77,    0
156867,20140306,   88,    0
156867,20140307,   90,    0
156867,20140308,   82,    0
156867,20140309,  102,    0
156867,20140310,   83,    0
156867,20140311,   67,    0
156867,20140312,   62,    1
156867,20140313,   42,    0
156867,20140314,   61,    0
156867,20140315,   71,    0
156867,20140316,   82,    0
156867,20140317,   91,    0
156867,20140318,   88,    0
156867,20140319,  105,    0
156867,20140320,   93,    0
156867,20140321,   85,    1
156867,20140322,   56,    0
156867,20140323,   74,    0
156867,20140324,   50,    0
156867,20140325,   73,    0
156867,20140326,   56,    0
156867,20140327,   70,    0
156867,20140328,   79,    0
156867,20140329,  112,    0
156867,20140330,  131,    0
156867,20140331,  124,    1
156867,20140401,   94,    0
156867,20140402,  102,    0
156867,20140403,  113,    1
156867,20140404,   97,    0
156867,20140405,  108,    0
156867,20140406,  128,    1
156867,20140407,   86,    0
156867,20140408,   94,    0
156867,20140409,  102,    0
156867,20140410,  108,    0
156867,20140411,   91,    0
156867,20140412,  102,    0
156867,20140413,   99,    0
156867,20140414,  103,    0
156867,20140415,   92,    0
156867,20140416,  104,    0
156867,20140417,  102,    0
156867,20140418,   74,    0
156867,20140419,   84,    0
156867,20140420,  103,    0
156867,20140421,  149,    1
156867,20140422,  123,    0
156867,20140423,  129,    0
156867,20140424,  121,    0
156867,20140425,  113,    0
156867,20140426,  131,    0
156867,20140427,  122,    0
156867,20140428,  122,    0
156867,20140429,  124,    0
156867,20140430,  133,    1
156867,20140501,  105,    0
156867,20140502,  102,    0
156867,20140503,   84,    0
156867,20140504,  106,    0
156867,20140505,  119,    0
156867,20140506,  128,    1
156867,20140507,  110,    0
156867,20140508,  119,    0
156867,20140509,  118,    0
156867,20140510,  116,    0
156867,20140511,  116,    0
156867,20140512,  118,    0
156867,20140513,  110,    0
156867,20140514,  121,    0
156867,20140515,  138,    0
156867,20140516,  127,    0
156867,20140517,  143,    0
156867,20140518,  159,    0
156867,20140519,  169,    0
156867,20140520,  179,    1
156867,20140521,  140,    1
156867,20140522,  115,    0
156867,20140523,  120,    0
156867,20140524,  128,    0
156867,20140525,  131,    0
156867,20140526,  141,    0
156867,20140527,  153,    1
156867,20140528,  129,    0
156867,20140529,  122,    0
156867,20140530,  126,    0
156867,20140531,  142,    0
156867,20140601,  131,    0
156867,20140602,  141,    0
156867,20140603,  140,    0
156867,20140604,  122,    0
156867,20140605,  132,    0
156867,20140606,  139,    0
156867,20140607,  163,    0
156867,20140608,  173,    0
156867,20140609,  163,    0
156867,20140610,  159,    0
156867,20140611,  147,    0
156867,20140612,  153,    0
156867,20140613,  150,    0
156867,20140614,  169,    0
156867,20140615,  167,    0
156867,20140616,  162,    0
156867,20140617,  184,    0
156867,20140618,  188,    0
156867,20140619,  172,    0
156867,20140620,  139,    0
156867,20140621,  152,    0
156867,20140622,  158,    0
156867,20140623,  169,    0
156867,20140624,  166,    0
156867,20140625,  154,    0
156867,20140626,  157,    0
156867,20140627,  153,    0
156867,20140628,  142,    0
156867,20140629,  136,    0
156867,20140630,  152,    0
156867,20140701,  163,    0
156867,20140702,  171,    0
156867,20140703,  174,    1
156867,20140704,  163,    0
156867,20140705,  151,    0
156867,20140706,  135,    0
156867,20140707,  153,    0
156867,20140708,  169,    0
156867,20140709,  173,    0
156867,20140710,  166,    0
156867,20140711,  167,    0
156867,20140712,  172,    0
156867,20140713,  174,    0
156867,20140714,  155,    0
156867,20140715,  168,    0
156867,20140716,  168,    0
156867,20140717,  180,    0
156867,20140718,  203,    0
156867,20140719,  200,    0
156867,20140720,  189,    0
156867,20140721,  182,    0
156867,20140722,  186,    0
156867,20140723,  215,    0
156867,20140724,  223,    0
156867,20140725,  219,    0
156867,20140726,  195,    1
156867,20140727,  171,    0
156867,20140728,  174,    0
156867,20140729,  165,    0
156867,20140730,  179,    0
156867,20140731,  181,    0
156867,20140801,  165,    0
156867,20140802,  182,    0
156867,20140803,  156,    0
156867,20140804,  169,    0
156867,20140805,  166,    0
156867,20140806,  183,    0
156867,20140807,  168,    0
156867,20140808,  152,    0
156867,20140809,  173,    1
156867,20140810,  152,    0
156867,20140811,  160,    0
156867,20140812,  160,    0
156867,20140813,  157,    0
156867,20140814,  156,    0
156867,20140815,  148,    0
156867,20140816,  151,    0
156867,20140817,  145,    0
156867,20140818,  149,    0
156867,20140819,  135,    0
156867,20140820,  124,    0
156867,20140821,  137,    0
156867,20140822,  130,    0
156867,20140823,  122,    0
156867,20140824,  125,    0
156867,20140825,  139,    0
156867,20140826,  163,    0
156867,20140827,  123,    0
156867,20140828,  176,    0
156867,20140829,  162,    0
156867,20140830,  164,    0
156867,20140831,  157,    0
156867,20140901,  157,    0
156867,20140902,  150,    0
156867,20140903,  187,    0
156867,20140904,-9999,    9
156867,20140905,-9999,    9
156867,20140906,  165,    0
156867,20140907,  134,    0
156867,20140908,  122,    0
156867,20140909,  130,    0
156867,20140910,  150,    0
156867,20140911,  151,    0
156867,20140912,  150,    0
156867,20140913,  161,    0
156867,20140914,  149,    0
156867,20140915,  161,    0
156867,20140916,-9999,    9
156867,20140917,-9999,    9
156867,20140918,-9999,    9
156867,20140919,-9999,    9
156867,20140920,-9999,    9
156867,20140921,-9999,    9
156867,20140922,-9999,    9
156867,20140923,  136,    0
156867,20140924,  143,    0
156867,20140925,  148,    0
156867,20140926,  158,    0
156867,20140927,  136,    0
156867,20140928,-9999,    9
156867,20140929,-9999,    9
156867,20140930,  166,    0
156867,20141001,-9999,    9
156867,20141002,-9999,    9
156867,20141003,-9999,    9
156867,20141004,-9999,    9
156867,20141005,-9999,    9
156867,20141006,   76,    0
156867,20141007,-9999,    9
156867,20141008,-9999,    9
156867,20141009,-9999,    9
156867,20141010,-9999,    9
156867,20141011,  121,    0
156867,20141012,   96,    0
156867,20141013,  101,    0
156867,20141014,  115,    0
156867,20141015,  114,    0
156867,20141016,  133,    0
156867,20141017,-9999,    9
156867,20141018,-9999,    9
156867,20141019,-9999,    9
156867,20141020,-9999,    9
156867,20141021,  102,    0
156867,20141022,  103,    0
156867,20141023,  125,    0
156867,20141024,  129,    0
156867,20141025,  124,    0
156867,20141026,  132,    0
156867,20141027,  148,    0
156867,20141028,  149,    1
156867,20141029,   84,    0
156867,20141030,  107,    0
156867,20141031,  159,    1
156867,20141101,  137,    1
156867,20141102,  125,    1
156867,20141103,   90,    0
156867,20141104,   77,    0
156867,20141105,   78,    0
156867,20141106,   70,    0
156867,20141107,   98,    0
156867,20141108,   92,    0
156867,20141109,   90,    0
156867,20141110,   82,    0
156867,20141111,   91,    0
156867,20141112,  117,    0
156867,20141113,  117,    0
156867,20141114,  118,    1
156867,20141115,   91,    0
156867,20141116,   93,    0
156867,20141117,   98,    0
156867,20141118,  100,    0
156867,20141119,  101,    0
156867,20141120,   91,    0
156867,20141121,   95,    0
156867,20141122,  109,    1
156867,20141123,   86,    0
156867,20141124,   79,    0
156867,20141125,   69,    0
156867,20141126,   68,    0
156867,20141127,   84,    0
156867,20141128,   86,    0
156867,20141129,  113,    0
156867,20141130,  101,    1
156867,20141201,   71,    0
156867,20141202,   71,    0
156867,20141203,   29,    0
156867,20141204,   28,    0
156867,20141205,   49,    0
156867,20141206,   43,    0
156867,20141207,   39,    0
156867,20141208,   53,    0
156867,20141209,   57,    0
156867,20141210,   60,    0
156867,20141211,   57,    0
156867,20141212,   39,    0
156867,20141213,   36,    0
156867,20141214,   39,    0
156867,20141215,   66,    0
156867,20141216,   80,    0
156867,20141217,   82,    0
156867,20141218,  103,    1
156867,20141219,   72,    0
156867,20141220,   78,    0
156867,20141221,   90,    0
156867,20141222,   97,    0
156867,20141223,  104,    1
156867,20141224,   70,    0
156867,20141225,   64,    1
156867,20141226,   46,    1
156867,20141227,   19,    0
156867,20141228,   23,    0
156867,20141229,   19,    0
156867,20141230,   18,    0
156867,20141231,   61,    0
156867,20150101,   87,    1
156867,20150102,   71,    1
156867,20150103,   55,    0
156867,20150104,   21,    0
156867,20150105,   44,    0
156867,20150106,   64,    0
156867,20150107,   73,    0
156867,20150108,   77,    0
156867,20150109,   88,    1
156867,20150110,   73,    0
156867,20150111,   64,    0
156867,20150112,   79,    1
156867,20150113,   53,    0
156867,20150114,   50,    0
156867,20150115,   58,    1
156867,20150116,   41,    0
156867,20150117,   34,    0
156867,20150118,   10,    0
156867,20150119,   12,    0
156867,20150120,   15,    0
156867,20150121,   20,    0
156867,20150122,   30,    0
156867,20150123,   41,    0
156867,20150124,   43,    0
156867,20150125,   57,    0
156867,20150126,   64,    0
156867,20150127,   67,    1
156867,20150128,   53,    1
156867,20150129,   31,    0
156867,20150130,   28,    0
156867,20150131,   39,    0
156867,20150201,   33,    0
156867,20150202,   11,    0
156867,20150203,    7,    0
156867,20150204,   24,    0
156867,20150205,   34,    0
156867,20150206,   28,    0
156867,20150207,   31,    0
156867,20150208,   16,    0
156867,20150209,   28,    0
156867,20150210,   42,    0
156867,20150211,   34,    0
156867,20150212,   44,    0
156867,20150213,   59,    0
156867,20150214,   75,    0
156867,20150215,   72,    0
156867,20150216,   65,    0
156867,20150217,   51,    0
156867,20150218,   72,    0
156867,20150219,   69,    0
156867,20150220,   53,    0
156867,20150221,   42,    0
156867,20150222,   55,    0
156867,20150223,   44,    0
156867,20150224,   56,    0
156867,20150225,   73,    0
156867,20150226,   69,    0
156867,20150227,   59,    0
156867,20150228,   73,    0
156867,20150301,   67,    1
156867,20150302,   34,    0
156867,20150303,   40,    0
156867,20150304,   58,    0
156867,20150305,   67,    0
156867,20150306,   91,    0
156867,20150307,   97,    1
156867,20150308,   77,    0
156867,20150309,   55,    0
156867,20150310,   69,    0
156867,20150311,   60,    0
156867,20150312,   80,    1
156867,20150313,   59,    0
156867,20150314,   37,    0
156867,20150315,   59,    0
156867,20150316,   59,    0
156867,20150317,   59,    0
156867,20150318,   51,    0
156867,20150319,   53,    0
156867,20150320,   68,    0
156867,20150321,   61,    0
156867,20150322,   42,    0
156867,20150323,   60,    0
156867,20150324,   58,    0
156867,20150325,   43,    0
156867,20150326,   58,    0
156867,20150327,   67,    0
156867,20150328,   87,    1
156867,20150329,   73,    0
156867,20150330,   69,    0
156867,20150331,   64,    0
156867,20150401,   56,    0
156867,20150402,   58,    0
156867,20150403,   78,    0
156867,20150404,   94,    1
156867,20150405,   70,    0
156867,20150406,   67,    0
156867,20150407,   77,    0
156867,20150408,   82,    0
156867,20150409,  102,    0
156867,20150410,  122,    1
156867,20150411,   79,    0
156867,20150412,   78,    0
156867,20150413,   88,    0
156867,20150414,  107,    0
156867,20150415,   98,    0
156867,20150416,   76,    0
156867,20150417,  106,    0
156867,20150418,   97,    0
156867,20150419,   78,    0
156867,20150420,   94,    0
156867,20150421,   96,    0
156867,20150422,  109,    0
156867,20150423,  110,    0
156867,20150424,   99,    1
156867,20150425,   93,    0
156867,20150426,   54,    0
156867,20150427,   52,    0
156867,20150428,   74,    0
156867,20150429,   83,    0
156867,20150430,   88,    0
156867,20150501,   68,    0
156867,20150502,   74,    0
156867,20150503,  104,    0
156867,20150504,  112,    0
156867,20150505,  122,    1
156867,20150506,   88,    0
156867,20150507,   98,    0
156867,20150508,   88,    0
156867,20150509,  102,    0
156867,20150510,  122,    0
156867,20150511,  137,    1
156867,20150512,  119,    0
156867,20150513,  107,    0
156867,20150514,  102,    0
156867,20150515,   99,    0
156867,20150516,  112,    0
156867,20150517,  108,    0
156867,20150518,  100,    0
156867,20150519,   93,    0
156867,20150520,  105,    0
156867,20150521,  112,    0
156867,20150522,  129,    0
156867,20150523,  116,    0
156867,20150524,  116,    0
156867,20150525,  118,    0
156867,20150526,  118,    0
156867,20150527,  113,    0
156867,20150528,  113,    0
156867,20150529,   99,    0
156867,20150530,   98,    0
156867,20150531,  106,    0
156867,20150601,  101,    0
156867,20150602,  112,    0
156867,20150603,  124,    0
156867,20150604,  125,    0
156867,20150605,  147,    0
156867,20150606,  130,    0
156867,20150607,  120,    0
156867,20150608,  113,    0
156867,20150609,  113,    0
156867,20150610,  122,    0
156867,20150611,  152,    0
156867,20150612,  162,    0
156867,20150613,  166,    1
156867,20150614,  131,    0
156867,20150615,  136,    0
156867,20150616,  146,    0
156867,20150617,  153,    0
156867,20150618,-9999,    9
156867,20150619,-9999,    9
156867,20150620,-9999,    9
156867,20150621,-9999,    9
156867,20150622,-9999,    9
156867,20150623,-9999,    9
156867,20150624,  139,    0
156867,20150625,  166,    0
156867,20150626,  163,    0
156867,20150627,  156,    0
156867,20150628,  163,    0
156867,20150629,  183,    0
156867,20150630,  223,    0
156867,20150701,  247,    1
156867,20150702,  180,    0
156867,20150703,  186,    0
156867,20150704,  184,    0
156867,20150705,  160,    0
156867,20150706,  151,    0
156867,20150707,  165,    0
156867,20150708,  156,    0
156867,20150709,  140,    0
156867,20150710,  175,    0
156867,20150711,  172,    0
156867,20150712,  163,    0
156867,20150713,  155,    0
156867,20150714,  158,    0
156867,20150715,  144,    0
156867,20150716,  159,    0
156867,20150717,  175,    0
156867,20150718,  162,    0
156867,20150719,  154,    0
156867,20150720,  164,    0
156867,20150721,  170,    1
156867,20150722,  142,    0
156867,20150723,  148,    0
156867,20150724,  152,    0
156867,20150725,  146,    0
156867,20150726,  128,    0
156867,20150727,  146,    0
156867,20150728,  131,    0
156867,20150729,  139,    0
156867,20150730,  137,    0
156867,20150731,  146,    0
156867,20150801,  156,    0
156867,20150802,  163,    0
156867,20150803,  170,    0
156867,20150804,  158,    0
156867,20150805,  168,    0
156867,20150806,  164,    0
156867,20150807,  135,    0
156867,20150808,  147,    0
156867,20150809,  159,    0
156867,20150810,  173,    0
156867,20150811,  158,    0
156867,20150812,  148,    0
156867,20150813,  167,    1
156867,20150814,  154,    0
156867,20150815,  146,    0
156867,20150816,  145,    0
156867,20150817,  145,    0
156867,20150818,  143,    0
156867,20150819,  177,    0
156867,20150820,  184,    0
156867,20150821,  182,    0
156867,20150822,  185,    0
156867,20150823,  199,    1
156867,20150824,  148,    0
156867,20150825,  163,    0
156867,20150826,  164,    0
156867,20150827,  161,    0
156867,20150828,  165,    0
156867,20150829,  164,    0
156867,20150830,  155,    0
156867,20150831,  152,    0
156867,20150901,  139,    0
156867,20150902,  136,    0
156867,20150903,  132,    0
156867,20150904,-9999,    9
156867,20150905,  100,    0
156867,20150906,-9999,    9
156867,20150907,-9999,    9
156867,20150908,-9999,    9
156867,20150909,-9999,    9
156867,20150910,-9999,    9
156867,20150911,-9999,    9
156867,20150912,-9999,    9
156867,20150913,-9999,    9
156867,20150914,-9999,    9
156867,20150915,-9999,    9
156867,20150916,-9999,    9
156867,20150917,  112,    0
156867,20150918,  140,    0
156867,20150919,  125,    0
156867,20150920,  127,    0
156867,20150921,  136,    0
156867,20150922,  127,    0
156867,20150923,  137,    0
156867,20150924,  133,    0
156867,20150925,  133,    0
156867,20150926,  128,    0
156867,20150927,  123,    0
156867,20150928,  136,    0
156867,20150929,  130,    0
156867,20150930,  130,    0
156867,20151001,  109,    0
156867,20151002,   92,    0
156867,20151003,   89,    0
156867,20151004,  112,    0
156867,20151005,  146,    0
156867,20151006,  162,    1
156867,20151007,  136,    0
156867,20151008,  108,    0
156867,20151009,  102,    0
156867,20151010,  125,    0
156867,20151011,  118,    0
156867,20151012,   93,    0
156867,20151013,   96,    0
156867,20151014,   83,    0
156867,20151015,   91,    0
156867,20151016,  104,    0
156867,20151017,   91,    0
156867,20151018,  108,    0
156867,20151019,  107,    0
156867,20151020,  100,    0
156867,20151021,  124,    0
156867,20151022,  125,    0
156867,20151023,  112,    0
156867,20151024,  106,    0
156867,20151025,   98,    0
156867,20151026,  110,    0
156867,20151027,  130,    1
156867,20151028,  120,    0
156867,20151029,  114,    0
156867,20151030,  122,    0
156867,20151031,  126,    1
156867,20151101,  108,    1
156867,20151102,   80,    0
156867,20151103,   71,    0
156867,20151104,   92,    0
156867,20151105,  120,    0
156867,20151106,  133,    1
156867,20151107,  114,    0
